OpossumID	OpossumID_version	HumanGeneName	HumanID	OpossumGeneName	DevilID	DevilGeneName
ENSMODG00000003818	ENSMODG00000003818.5	MSANTD2	ENSG00000120458	MSANTD2	ENSSHAG00000015242	
ENSMODG00000044766	ENSMODG00000044766.1	L1TD1	ENSG00000240563			
ENSMODG00000002179	ENSMODG00000002179.4	DERL1	ENSG00000136986	DERL1	ENSSHAG00000011915	DERL1
ENSMODG00000050129	ENSMODG00000050129.1	RBBP6	ENSG00000122257			
ENSMODG00000011079	ENSMODG00000011079.4	FNDC3A	ENSG00000102531	FNDC3A	ENSSHAG00000010067	FNDC3A
ENSMODG00000044934	ENSMODG00000044934.1					
ENSMODG00000048221	ENSMODG00000048221.1				ENSSHAG00000001730	
ENSMODG00000037983	ENSMODG00000037983.1					
ENSMODG00000048989	ENSMODG00000048989.1					
ENSMODG00000029178	ENSMODG00000029178.2					
ENSMODG00000019195	ENSMODG00000019195.4	PARM1	ENSG00000169116		ENSSHAG00000002382	
ENSMODG00000028463	ENSMODG00000028463.2					
ENSMODG00000042999	ENSMODG00000042999.1					
ENSMODG00000044233	ENSMODG00000044233.1					
ENSMODG00000000965	ENSMODG00000000965.3	RHOQ	ENSG00000119729	RHOQ	ENSSHAG00000010682	RHOQ
ENSMODG00000041271	ENSMODG00000041271.1					
ENSMODG00000017778	ENSMODG00000017778.4	SNIP1	ENSG00000163877	SNIP1	ENSSHAG00000007397	
ENSMODG00000017778	ENSMODG00000017778.4	SNIP1	ENSG00000163877	SNIP1	ENSSHAG00000012118	
ENSMODG00000022308	ENSMODG00000022308.1	RNU6-575P	ENSG00000223258	U6		
ENSMODG00000022308	ENSMODG00000022308.1	RNU6-690P	ENSG00000202112	U6		
ENSMODG00000018991	ENSMODG00000018991.4	NRG1	ENSG00000157168	NRG1	ENSSHAG00000016586	NRG1
ENSMODG00000041007	ENSMODG00000041007.1					
ENSMODG00000043495	ENSMODG00000043495.1	L1TD1	ENSG00000240563			
ENSMODG00000049450	ENSMODG00000049450.1					
ENSMODG00000038599	ENSMODG00000038599.1					
ENSMODG00000010145	ENSMODG00000010145.4	POSTN	ENSG00000133110	POSTN	ENSSHAG00000011227	POSTN
ENSMODG00000006467	ENSMODG00000006467.4	KIF11	ENSG00000138160	KIF11	ENSSHAG00000018218	KIF11
ENSMODG00000012395	ENSMODG00000012395.4	AMBN	ENSG00000178522		ENSSHAG00000018085	
ENSMODG00000024253	ENSMODG00000024253.2					
ENSMODG00000019709	ENSMODG00000019709.3	MTX3	ENSG00000177034	MTX3	ENSSHAG00000010987	MTX3
ENSMODG00000044344	ENSMODG00000044344.1					
ENSMODG00000050620	ENSMODG00000050620.1					
ENSMODG00000017586	ENSMODG00000017586.4	AKAP7	ENSG00000118507		ENSSHAG00000001178	AKAP7
ENSMODG00000037872	ENSMODG00000037872.1					
ENSMODG00000046095	ENSMODG00000046095.1					
ENSMODG00000023728	ENSMODG00000023728.2	GTF2H3	ENSG00000111358	GTF2H3	ENSSHAG00000015906	GTF2H3
ENSMODG00000034450	ENSMODG00000034450.2					
ENSMODG00000012485	ENSMODG00000012485.4	AOX1	ENSG00000138356	AOX1	ENSSHAG00000016525	AOX1
ENSMODG00000029987	ENSMODG00000029987.2					
ENSMODG00000047458	ENSMODG00000047458.1					
ENSMODG00000004238	ENSMODG00000004238.5	KCNJ3	ENSG00000162989	KCNJ3	ENSSHAG00000003479	KCNJ3
ENSMODG00000050952	ENSMODG00000050952.1	TMEM247	ENSG00000284701	TMEM247	ENSSHAG00000011491	TMEM247
ENSMODG00000047771	ENSMODG00000047771.1	DNALI1	ENSG00000163879	DNALI1	ENSSHAG00000012158	DNALI1
ENSMODG00000011535	ENSMODG00000011535.4	PMS1	ENSG00000064933	PMS1	ENSSHAG00000013064	PMS1
ENSMODG00000042181	ENSMODG00000042181.1					
ENSMODG00000014549	ENSMODG00000014549.4	RDX	ENSG00000137710	RDX	ENSSHAG00000003244	
ENSMODG00000014549	ENSMODG00000014549.4	RDX	ENSG00000137710	RDX	ENSSHAG00000003707	
ENSMODG00000018098	ENSMODG00000018098.4	USP45	ENSG00000123552	USP45	ENSSHAG00000012542	USP45
ENSMODG00000017159	ENSMODG00000017159.3	C1orf50	ENSG00000164008	C1orf50	ENSSHAG00000014815	
ENSMODG00000017159	ENSMODG00000017159.3	C1orf50	ENSG00000164008	C1orf50	ENSSHAG00000001074	
ENSMODG00000034268	ENSMODG00000034268.2					
ENSMODG00000017994	ENSMODG00000017994.4	FOXO3B	ENSG00000240445		ENSSHAG00000018299	
ENSMODG00000017994	ENSMODG00000017994.4	FOXO3	ENSG00000118689		ENSSHAG00000018299	
ENSMODG00000051451	ENSMODG00000051451.1					
ENSMODG00000048022	ENSMODG00000048022.1					
ENSMODG00000036992	ENSMODG00000036992.1					
ENSMODG00000000953	ENSMODG00000000953.4	EPAS1	ENSG00000116016		ENSSHAG00000012056	EPAS1
ENSMODG00000048744	ENSMODG00000048744.1	RNU6-1137P	ENSG00000252882	U6		
ENSMODG00000048744	ENSMODG00000048744.1	RNU6-566P	ENSG00000252599	U6		
ENSMODG00000048744	ENSMODG00000048744.1	RNU6-192P	ENSG00000212555	U6		
ENSMODG00000048744	ENSMODG00000048744.1	U6	ENSG00000283249	U6		
ENSMODG00000048744	ENSMODG00000048744.1	RNU6-1176P	ENSG00000212257	U6		
ENSMODG00000048744	ENSMODG00000048744.1	RNU6-233P	ENSG00000222777	U6		
ENSMODG00000048202	ENSMODG00000048202.1					
ENSMODG00000011779	ENSMODG00000011779.4	CCNG2	ENSG00000138764	CCNG2	ENSSHAG00000003541	CCNG2
ENSMODG00000029907	ENSMODG00000029907.2					
ENSMODG00000050347	ENSMODG00000050347.1					
ENSMODG00000024476	ENSMODG00000024476.2					
ENSMODG00000047200	ENSMODG00000047200.1					
ENSMODG00000025586	ENSMODG00000025586.3	TMEM269	ENSG00000274386			
ENSMODG00000002163	ENSMODG00000002163.5	TBC1D31	ENSG00000156787	TBC1D31	ENSSHAG00000012277	TBC1D31
ENSMODG00000042121	ENSMODG00000042121.1					
ENSMODG00000035872	ENSMODG00000035872.2					
ENSMODG00000030408	ENSMODG00000030408.2					
ENSMODG00000008874	ENSMODG00000008874.4	USP12	ENSG00000152484		ENSSHAG00000016123	USP12
ENSMODG00000031512	ENSMODG00000031512.2					
ENSMODG00000051282	ENSMODG00000051282.1					
ENSMODG00000006355	ENSMODG00000006355.4	PDE10A	ENSG00000112541	PDE10A	ENSSHAG00000018469	PDE10A
ENSMODG00000047826	ENSMODG00000047826.1					
ENSMODG00000020993	ENSMODG00000020993.4	CCT8	ENSG00000156261	CCT8	ENSSHAG00000011096	
ENSMODG00000020993	ENSMODG00000020993.4	CCT8	ENSG00000156261	CCT8	ENSSHAG00000004194	
ENSMODG00000017773	ENSMODG00000017773.4	GNL2	ENSG00000134697	GNL2	ENSSHAG00000012267	GNL2
ENSMODG00000045158	ENSMODG00000045158.1	EPAS1	ENSG00000116016		ENSSHAG00000012056	EPAS1
ENSMODG00000029041	ENSMODG00000029041.2	TCTN2	ENSG00000168778		ENSSHAG00000015992	TCTN2
ENSMODG00000003861	ENSMODG00000003861.5	ROBO3	ENSG00000154134		ENSSHAG00000015465	ROBO3
ENSMODG00000047027	ENSMODG00000047027.1					
ENSMODG00000017024	ENSMODG00000017024.4	DAP3	ENSG00000132676	DAP3	ENSSHAG00000011066	DAP3
ENSMODG00000032114	ENSMODG00000032114.2					
ENSMODG00000027875	ENSMODG00000027875.2					
ENSMODG00000014161	ENSMODG00000014161.5	WDR62	ENSG00000075702	WDR62	ENSSHAG00000010718	WDR62
ENSMODG00000039243	ENSMODG00000039243.1	SVBP	ENSG00000177868	SVBP	ENSSHAG00000014887	SVBP
ENSMODG00000044632	ENSMODG00000044632.1					
ENSMODG00000004298	ENSMODG00000004298.4	NR4A2	ENSG00000153234	NR4A2	ENSSHAG00000012981	NR4A2
ENSMODG00000047603	ENSMODG00000047603.1					
ENSMODG00000006630	ENSMODG00000006630.3	IDE	ENSG00000119912		ENSSHAG00000018317	IDE
ENSMODG00000018877	ENSMODG00000018877.4	FAT4	ENSG00000196159	FAT4	ENSSHAG00000013795	FAT4
ENSMODG00000037130	ENSMODG00000037130.1					
ENSMODG00000002565	ENSMODG00000002565.5	CCDC88C	ENSG00000015133	CCDC88C	ENSSHAG00000012668	
ENSMODG00000030599	ENSMODG00000030599.2					
ENSMODG00000049049	ENSMODG00000049049.1	RNU6-865P	ENSG00000201642	U6		
ENSMODG00000039002	ENSMODG00000039002.1	PRKCE	ENSG00000171132		ENSSHAG00000015686	
ENSMODG00000019201	ENSMODG00000019201.4	CDKL2	ENSG00000138769		ENSSHAG00000006280	CDKL2
ENSMODG00000051313	ENSMODG00000051313.1					
ENSMODG00000018091	ENSMODG00000018091.3	CCNC	ENSG00000112237	CCNC	ENSSHAG00000013087	CCNC
ENSMODG00000017153	ENSMODG00000017153.4	ERMAP	ENSG00000164010	ERMAP	ENSSHAG00000014907	ERMAP
ENSMODG00000017993	ENSMODG00000017993.4	ARMC2	ENSG00000118690	ARMC2		
ENSMODG00000043560	ENSMODG00000043560.1					
ENSMODG00000010167	ENSMODG00000010167.4	TRPC4	ENSG00000133107	TRPC4	ENSSHAG00000011972	TRPC4
ENSMODG00000035100	ENSMODG00000035100.2					
ENSMODG00000036747	ENSMODG00000036747.1	PRKCE	ENSG00000171132		ENSSHAG00000015686	
ENSMODG00000046738	ENSMODG00000046738.1					
ENSMODG00000031925	ENSMODG00000031925.2					
ENSMODG00000045101	ENSMODG00000045101.1					
ENSMODG00000006639	ENSMODG00000006639.4	MARCH5	ENSG00000198060	MARCH5	ENSSHAG00000018432	MARCH5
ENSMODG00000038314	ENSMODG00000038314.1	ROBO3	ENSG00000154134		ENSSHAG00000015465	ROBO3
ENSMODG00000044493	ENSMODG00000044493.1					
ENSMODG00000026995	ENSMODG00000026995.2	RNU6-578P	ENSG00000212282	U6		
ENSMODG00000004181	ENSMODG00000004181.4	TRPS1	ENSG00000104447	TRPS1	ENSSHAG00000002542	TRPS1
ENSMODG00000046983	ENSMODG00000046983.1					
ENSMODG00000031092	ENSMODG00000031092.2					
ENSMODG00000045939	ENSMODG00000045939.1					
ENSMODG00000027407	ENSMODG00000027407.2					
ENSMODG00000018089	ENSMODG00000018089.5	PRDM13	ENSG00000112238	PRDM13	ENSSHAG00000013340	PRDM13
ENSMODG00000044505	ENSMODG00000044505.1					
ENSMODG00000018992	ENSMODG00000018992.3					
ENSMODG00000025128	ENSMODG00000025128.2	RPL37A	ENSG00000197756			
ENSMODG00000041813	ENSMODG00000041813.1					
ENSMODG00000051467	ENSMODG00000051467.1					
ENSMODG00000023326	ENSMODG00000023326.2	RSPO1	ENSG00000169218	RSPO1	ENSSHAG00000012546	RSPO1
ENSMODG00000043572	ENSMODG00000043572.1					
ENSMODG00000032115	ENSMODG00000032115.2					
ENSMODG00000014166	ENSMODG00000014166.3	OVOL3	ENSG00000105261	OVOL3		
ENSMODG00000017148	ENSMODG00000017148.4	SLC2A1	ENSG00000117394	SLC2A1	ENSSHAG00000015110	SLC2A1
ENSMODG00000003874	ENSMODG00000003874.4	ROBO4	ENSG00000154133	ROBO4	ENSSHAG00000015517	ROBO4
ENSMODG00000013951	ENSMODG00000013951.4	SYF2	ENSG00000117614		ENSSHAG00000015630	
ENSMODG00000013951	ENSMODG00000013951.4	SYF2	ENSG00000117614		ENSSHAG00000007152	
ENSMODG00000044289	ENSMODG00000044289.1	CMYA5	ENSG00000164309		ENSSHAG00000012414	
ENSMODG00000008923	ENSMODG00000008923.4				ENSSHAG00000000845	
ENSMODG00000040536	ENSMODG00000040536.1					
ENSMODG00000039247	ENSMODG00000039247.1					
ENSMODG00000035475	ENSMODG00000035475.2					
ENSMODG00000004823	ENSMODG00000004823.4	C5orf22	ENSG00000082213	C5orf22	ENSSHAG00000015544	C5orf22
ENSMODG00000040972	ENSMODG00000040972.1					
ENSMODG00000000928	ENSMODG00000000928.4	PRKCE	ENSG00000171132		ENSSHAG00000015686	
ENSMODG00000029142	ENSMODG00000029142.2				ENSSHAG00000013617	
ENSMODG00000004343	ENSMODG00000004343.4	GPD2	ENSG00000115159	GPD2	ENSSHAG00000013793	GPD2
ENSMODG00000037233	ENSMODG00000037233.1	RNU6-1169P	ENSG00000200407	U6	ENSSHAG00000019627	U6
ENSMODG00000037233	ENSMODG00000037233.1	RNU6-832P	ENSG00000200189	U6	ENSSHAG00000019627	U6
ENSMODG00000045301	ENSMODG00000045301.1					
ENSMODG00000011794	ENSMODG00000011794.4	CCNI	ENSG00000118816	CCNI	ENSSHAG00000005656	CCNI
ENSMODG00000044835	ENSMODG00000044835.1			mdo-mir-7285		
ENSMODG00000006673	ENSMODG00000006673.4	CPEB3	ENSG00000107864	CPEB3	ENSSHAG00000018596	
ENSMODG00000006673	ENSMODG00000006673.4	CPEB3	ENSG00000107864	CPEB3	ENSSHAG00000018519	
ENSMODG00000051390	ENSMODG00000051390.1			U6	ENSSHAG00000020323	U6
ENSMODG00000051390	ENSMODG00000051390.1			U6	ENSSHAG00000020404	U6
ENSMODG00000002050	ENSMODG00000002050.4	FAM83A	ENSG00000147689	FAM83A	ENSSHAG00000012870	FAM83A
ENSMODG00000043297	ENSMODG00000043297.1	PSMC2	ENSG00000161057		ENSSHAG00000004021	PSMC2
ENSMODG00000018887	ENSMODG00000018887.4	ANKRD50	ENSG00000151458	ANKRD50	ENSSHAG00000007241	ANKRD50
ENSMODG00000026684	ENSMODG00000026684.1	SNORD102	ENSG00000207500	SNORD102	ENSSHAG00000019677	SNORD102
ENSMODG00000039139	ENSMODG00000039139.1					
ENSMODG00000014172	ENSMODG00000014172.2	POLR2I	ENSG00000105258	POLR2I		
ENSMODG00000043183	ENSMODG00000043183.1					
ENSMODG00000038641	ENSMODG00000038641.1			mdo-mir-7286b		
ENSMODG00000018088	ENSMODG00000018088.4	MCHR2	ENSG00000152034	MCHR2	ENSSHAG00000014523	MCHR2
ENSMODG00000005157	ENSMODG00000005157.4	DAZAP1	ENSG00000071626	DAZAP1	ENSSHAG00000013511	DAZAP1
ENSMODG00000042778	ENSMODG00000042778.1					
ENSMODG00000030456	ENSMODG00000030456.2					
ENSMODG00000025969	ENSMODG00000025969.1	AL121933.1	ENSG00000201807		ENSSHAG00000019127	
ENSMODG00000025969	ENSMODG00000025969.1	SNORA27	ENSG00000207051		ENSSHAG00000019127	
ENSMODG00000025969	ENSMODG00000025969.1	AC092324.1	ENSG00000199474		ENSSHAG00000019127	
ENSMODG00000025969	ENSMODG00000025969.1	AC116353.1	ENSG00000200235		ENSSHAG00000019127	
ENSMODG00000025969	ENSMODG00000025969.1	AC026765.1	ENSG00000252459		ENSSHAG00000019127	
ENSMODG00000003891	ENSMODG00000003891.2	HEPACAM	ENSG00000165478	HEPACAM	ENSSHAG00000015580	HEPACAM
ENSMODG00000013955	ENSMODG00000013955.4	RSRP1	ENSG00000117616	RSRP1		
ENSMODG00000033840	ENSMODG00000033840.2					
ENSMODG00000042583	ENSMODG00000042583.1					
ENSMODG00000042505	ENSMODG00000042505.1					
ENSMODG00000038149	ENSMODG00000038149.1					
ENSMODG00000048992	ENSMODG00000048992.1	CCT4	ENSG00000115484			
ENSMODG00000048491	ENSMODG00000048491.1					
ENSMODG00000017584	ENSMODG00000017584.4	ARG1	ENSG00000118520	ARG1	ENSSHAG00000007697	ARG1
ENSMODG00000036323	ENSMODG00000036323.2					
ENSMODG00000017990	ENSMODG00000017990.4	SESN1	ENSG00000080546	SESN1	ENSSHAG00000002079	SESN1
ENSMODG00000027291	ENSMODG00000027291.1	RNU6-172P	ENSG00000222932	U6		
ENSMODG00000025063	ENSMODG00000025063.1	MC4R	ENSG00000166603	MC4R	ENSSHAG00000005781	MC4R
ENSMODG00000047441	ENSMODG00000047441.1					
ENSMODG00000039277	ENSMODG00000039277.1					
ENSMODG00000038784	ENSMODG00000038784.1					
ENSMODG00000023103	ENSMODG00000023103.2	PRKCE	ENSG00000171132		ENSSHAG00000015686	
ENSMODG00000038176	ENSMODG00000038176.1					
ENSMODG00000017765	ENSMODG00000017765.4	C1orf109	ENSG00000116922	C1orf109	ENSSHAG00000013153	C1orf109
ENSMODG00000044759	ENSMODG00000044759.1					
ENSMODG00000047331	ENSMODG00000047331.1					
ENSMODG00000039636	ENSMODG00000039636.1					
ENSMODG00000042987	ENSMODG00000042987.1			U6		
ENSMODG00000002040	ENSMODG00000002040.4	ZHX1-C8orf76	ENSG00000259305		ENSSHAG00000013082	
ENSMODG00000002040	ENSMODG00000002040.4	C8orf76	ENSG00000189376		ENSSHAG00000013082	
ENSMODG00000040490	ENSMODG00000040490.1					
ENSMODG00000047596	ENSMODG00000047596.1	PRR5-ARHGAP8	ENSG00000248405			
ENSMODG00000047596	ENSMODG00000047596.1	ARHGAP8	ENSG00000241484			
ENSMODG00000014555	ENSMODG00000014555.4	ZC3H12C	ENSG00000149289	ZC3H12C	ENSSHAG00000005597	ZC3H12C
ENSMODG00000050303	ENSMODG00000050303.1					
ENSMODG00000031874	ENSMODG00000031874.2					
ENSMODG00000008941	ENSMODG00000008941.4	RASL11A	ENSG00000122035	RASL11A	ENSSHAG00000016468	RASL11A
ENSMODG00000046702	ENSMODG00000046702.1					
ENSMODG00000038632	ENSMODG00000038632.1	TMEM50A	ENSG00000183726	TMEM50A		
ENSMODG00000040391	ENSMODG00000040391.1					
ENSMODG00000014175	ENSMODG00000014175.4	TBCB	ENSG00000105254	TBCB		
ENSMODG00000004841	ENSMODG00000004841.3				ENSSHAG00000003816	
ENSMODG00000010202	ENSMODG00000010202.4	FREM2	ENSG00000150893	FREM2	ENSSHAG00000002649	FREM2
ENSMODG00000010583	ENSMODG00000010583.3	GPR35	ENSG00000178623		ENSSHAG00000004677	
ENSMODG00000021639	ENSMODG00000021639.1			U6		
ENSMODG00000047581	ENSMODG00000047581.1					
ENSMODG00000038613	ENSMODG00000038613.1			ODAPH	ENSSHAG00000006187	
ENSMODG00000003952	ENSMODG00000003952.3	CCDC15	ENSG00000149548		ENSSHAG00000015675	
ENSMODG00000004154	ENSMODG00000004154.3	EIF3H	ENSG00000147677	EIF3H	ENSSHAG00000014977	EIF3H
ENSMODG00000012545	ENSMODG00000012545.4	ATP6V0A2	ENSG00000185344	ATP6V0A2	ENSSHAG00000014753	ATP6V0A2
ENSMODG00000017141	ENSMODG00000017141.4				ENSSHAG00000004695	
ENSMODG00000017141	ENSMODG00000017141.4				ENSSHAG00000005421	
ENSMODG00000017141	ENSMODG00000017141.4				ENSSHAG00000001195	
ENSMODG00000038721	ENSMODG00000038721.1					
ENSMODG00000002574	ENSMODG00000002574.3	GPR68	ENSG00000119714	GPR68	ENSSHAG00000013023	GPR68
ENSMODG00000037635	ENSMODG00000037635.1					
ENSMODG00000002629	ENSMODG00000002629.4	SLC38A10	ENSG00000157637	SLC38A10	ENSSHAG00000015864	SLC38A10
ENSMODG00000008019	ENSMODG00000008019.4	NDEL1	ENSG00000166579	NDEL1	ENSSHAG00000009879	NDEL1
ENSMODG00000017762	ENSMODG00000017762.4	CDCA8	ENSG00000134690	CDCA8		
ENSMODG00000038035	ENSMODG00000038035.1					
ENSMODG00000036630	ENSMODG00000036630.1					
ENSMODG00000002035	ENSMODG00000002035.4	ZHX1	ENSG00000165156	ZHX1	ENSSHAG00000013245	ZHX1
ENSMODG00000018997	ENSMODG00000018997.4	WRN	ENSG00000165392	WRN	ENSSHAG00000005577	WRN
ENSMODG00000020994	ENSMODG00000020994.4	USP16	ENSG00000156256		ENSSHAG00000011204	USP16
ENSMODG00000006697	ENSMODG00000006697.4	BTAF1	ENSG00000095564	BTAF1	ENSSHAG00000018664	BTAF1
ENSMODG00000045503	ENSMODG00000045503.1					
ENSMODG00000026522	ENSMODG00000026522.1				ENSSHAG00000020253	
ENSMODG00000042804	ENSMODG00000042804.1					
ENSMODG00000013982	ENSMODG00000013982.4	RHD	ENSG00000187010		ENSSHAG00000007644	
ENSMODG00000013982	ENSMODG00000013982.4	RHCE	ENSG00000188672		ENSSHAG00000007644	
ENSMODG00000010598	ENSMODG00000010598.3	GPR55	ENSG00000135898	GPR55	ENSSHAG00000002030	GPR55
ENSMODG00000040229	ENSMODG00000040229.1			mdo-mir-12359		
ENSMODG00000050145	ENSMODG00000050145.1				ENSSHAG00000002519	
ENSMODG00000050145	ENSMODG00000050145.1				ENSSHAG00000000545	
ENSMODG00000050145	ENSMODG00000050145.1				ENSSHAG00000002107	
ENSMODG00000050145	ENSMODG00000050145.1				ENSSHAG00000001296	
ENSMODG00000050145	ENSMODG00000050145.1				ENSSHAG00000002585	
ENSMODG00000026971	ENSMODG00000026971.1	RNU6-255P	ENSG00000252766	U6		
ENSMODG00000043396	ENSMODG00000043396.1	GAMT	ENSG00000130005	GAMT	ENSSHAG00000013843	GAMT
ENSMODG00000044419	ENSMODG00000044419.1					
ENSMODG00000004140	ENSMODG00000004140.4	UTP23	ENSG00000147679	UTP23	ENSSHAG00000015399	UTP23
ENSMODG00000035585	ENSMODG00000035585.2					
ENSMODG00000049236	ENSMODG00000049236.1					
ENSMODG00000011825	ENSMODG00000011825.4	SEPTIN11	ENSG00000138758	SEPTIN11	ENSSHAG00000006125	SEPTIN11
ENSMODG00000037229	ENSMODG00000037229.1				ENSSHAG00000002519	
ENSMODG00000037229	ENSMODG00000037229.1				ENSSHAG00000000545	
ENSMODG00000037229	ENSMODG00000037229.1				ENSSHAG00000002107	
ENSMODG00000037229	ENSMODG00000037229.1				ENSSHAG00000001296	
ENSMODG00000037229	ENSMODG00000037229.1				ENSSHAG00000002585	
ENSMODG00000041181	ENSMODG00000041181.1					
ENSMODG00000039682	ENSMODG00000039682.1					
ENSMODG00000010211	ENSMODG00000010211.4	STOML3	ENSG00000133115	STOML3	ENSSHAG00000006814	STOML3
ENSMODG00000004847	ENSMODG00000004847.4	INIP	ENSG00000148153		ENSSHAG00000010683	INIP
ENSMODG00000008955	ENSMODG00000008955.4	GTF3A	ENSG00000122034	GTF3A	ENSSHAG00000016965	GTF3A
ENSMODG00000040915	ENSMODG00000040915.1					
ENSMODG00000034613	ENSMODG00000034613.2					
ENSMODG00000036420	ENSMODG00000036420.1					
ENSMODG00000010611	ENSMODG00000010611.4	ITM2C	ENSG00000135916		ENSSHAG00000003445	
ENSMODG00000002587	ENSMODG00000002587.4	DGLUCY	ENSG00000133943	DGLUCY	ENSSHAG00000013129	DGLUCY
ENSMODG00000006322	ENSMODG00000006322.2				ENSSHAG00000004422	
ENSMODG00000006322	ENSMODG00000006322.2				ENSSHAG00000000585	
ENSMODG00000008415	ENSMODG00000008415.3					
ENSMODG00000007992	ENSMODG00000007992.2	RNF222	ENSG00000189051	RNF222	ENSSHAG00000011191	RNF222
ENSMODG00000043832	ENSMODG00000043832.1					
ENSMODG00000037796	ENSMODG00000037796.1			mdo-mir-7300		
ENSMODG00000023292	ENSMODG00000023292.1				ENSSHAG00000004699	
ENSMODG00000002027	ENSMODG00000002027.4	ATAD2	ENSG00000156802	ATAD2	ENSSHAG00000013547	ATAD2
ENSMODG00000047717	ENSMODG00000047717.1	SPRY1	ENSG00000164056		ENSSHAG00000007277	SPRY1
ENSMODG00000020995	ENSMODG00000020995.4	RWDD2B	ENSG00000156253	RWDD2B	ENSSHAG00000007796	RWDD2B
ENSMODG00000041422	ENSMODG00000041422.1					
ENSMODG00000026074	ENSMODG00000026074.1	RNU6-314P	ENSG00000252383	U6		
ENSMODG00000046017	ENSMODG00000046017.1					
ENSMODG00000018087	ENSMODG00000018087.3	SIM1	ENSG00000112246	SIM1	ENSSHAG00000016220	SIM1
ENSMODG00000019205	ENSMODG00000019205.5	G3BP2	ENSG00000138757	G3BP2	ENSSHAG00000007414	G3BP2
ENSMODG00000004905	ENSMODG00000004905.4	CDH20	ENSG00000101542	CDH20	ENSSHAG00000010713	CDH20
ENSMODG00000037994	ENSMODG00000037994.1					
ENSMODG00000000822	ENSMODG00000000822.4	SRBD1	ENSG00000068784	SRBD1		
ENSMODG00000044277	ENSMODG00000044277.1					
ENSMODG00000004133	ENSMODG00000004133.4	RAD21	ENSG00000164754	RAD21	ENSSHAG00000015624	RAD21
ENSMODG00000051065	ENSMODG00000051065.1				ENSSHAG00000002519	
ENSMODG00000051065	ENSMODG00000051065.1				ENSSHAG00000000545	
ENSMODG00000051065	ENSMODG00000051065.1				ENSSHAG00000002107	
ENSMODG00000051065	ENSMODG00000051065.1				ENSSHAG00000001296	
ENSMODG00000051065	ENSMODG00000051065.1				ENSSHAG00000002585	
ENSMODG00000017578	ENSMODG00000017578.4	MED23	ENSG00000112282	MED23		
ENSMODG00000040375	ENSMODG00000040375.1	EPHA10	ENSG00000183317		ENSSHAG00000013395	EPHA10
ENSMODG00000041860	ENSMODG00000041860.1	HAND2	ENSG00000164107	HAND2	ENSSHAG00000011188	HAND2
ENSMODG00000010094	ENSMODG00000010094.3	WDR35	ENSG00000118965	WDR35	ENSSHAG00000007255	WDR35
ENSMODG00000008962	ENSMODG00000008962.3	MTIF3	ENSG00000122033	MTIF3	ENSSHAG00000017006	MTIF3
ENSMODG00000003980	ENSMODG00000003980.4	SLC37A2	ENSG00000134955		ENSSHAG00000016021	SLC37A2
ENSMODG00000010637	ENSMODG00000010637.4	CAB39	ENSG00000135932	CAB39	ENSSHAG00000004846	CAB39
ENSMODG00000010240	ENSMODG00000010240.4	PROSER1	ENSG00000120685	PROSER1	ENSSHAG00000007220	PROSER1
ENSMODG00000040363	ENSMODG00000040363.1					
ENSMODG00000017132	ENSMODG00000017132.4	ZSCAN32	ENSG00000140987			
ENSMODG00000018895	ENSMODG00000018895.4	SPATA5	ENSG00000145375	SPATA5	ENSSHAG00000008238	SPATA5
ENSMODG00000039703	ENSMODG00000039703.1					
ENSMODG00000045838	ENSMODG00000045838.1			mdo-mir-12348		
ENSMODG00000011550	ENSMODG00000011550.4	MSTN	ENSG00000138379	MSTN	ENSSHAG00000014173	MSTN
ENSMODG00000037113	ENSMODG00000037113.1					
ENSMODG00000006318	ENSMODG00000006318.4	TBXT	ENSG00000164458	TBXT	ENSSHAG00000018904	TBXT
ENSMODG00000042279	ENSMODG00000042279.1					
ENSMODG00000007988	ENSMODG00000007988.3					
ENSMODG00000045009	ENSMODG00000045009.1			monDomV1R1241	ENSSHAG00000003222	
ENSMODG00000021784	ENSMODG00000021784.1	RNU6-873P	ENSG00000200703	U6		
ENSMODG00000017759	ENSMODG00000017759.4	EPHA10	ENSG00000183317			
ENSMODG00000013985	ENSMODG00000013985.4	MACO1	ENSG00000204178	MACO1	ENSSHAG00000008209	MACO1
ENSMODG00000049548	ENSMODG00000049548.1					
ENSMODG00000044438	ENSMODG00000044438.1					
ENSMODG00000018998	ENSMODG00000018998.4	PURG	ENSG00000172733	PURG	ENSSHAG00000006840	PURG
ENSMODG00000024666	ENSMODG00000024666.3	C2orf88	ENSG00000187699			
ENSMODG00000025668	ENSMODG00000025668.3	YY1AP1	ENSG00000163374		ENSSHAG00000011327	
ENSMODG00000025668	ENSMODG00000025668.3	GON4L	ENSG00000116580		ENSSHAG00000011327	
ENSMODG00000017989	ENSMODG00000017989.4	CEP57L1	ENSG00000183137	CEP57L1	ENSSHAG00000005029	CEP57L1
ENSMODG00000018082	ENSMODG00000018082.4	ASCC3	ENSG00000112249	ASCC3	ENSSHAG00000016496	ASCC3
ENSMODG00000019716	ENSMODG00000019716.4	TENT2	ENSG00000164329	TENT2	ENSSHAG00000012861	TENT2
ENSMODG00000046214	ENSMODG00000046214.1	NDUFS7	ENSG00000115286	NDUFS7	ENSSHAG00000013904	NDUFS7
ENSMODG00000039110	ENSMODG00000039110.1					
