DevilID	DevilID_version	CONTIG.ALT	start	end	KaryotypeBand	DevilGeneName
ENSSHAG00000012292	ENSSHAG00000012292.1	GL856752.1	1002534	1163413		
ENSSHAG00000012293	ENSSHAG00000012293.1	GL834595.1	1003790	1017342		CXXC5
ENSSHAG00000012294	ENSSHAG00000012294.1	GL861598.1	1003995	1010513		SNRPF
ENSSHAG00000012295	ENSSHAG00000012295.1	GL834549.1	1004211	1017357		
ENSSHAG00000012296	ENSSHAG00000012296.1	GL841622.1	1004836	1059409		CDK13
ENSSHAG00000012297	ENSSHAG00000012297.1	GL841299.1	1004994	1033430		CPLX4
ENSSHAG00000012298	ENSSHAG00000012298.1	GL849584.1	1005271	1129013		
ENSSHAG00000012299	ENSSHAG00000012299.1	GL841412.1	1005348	1015437		
ENSSHAG00000012300	ENSSHAG00000012300.1	GL861663.1	1005391	1006323		
ENSSHAG00000012301	ENSSHAG00000012301.1	GL834424.1	1005413	1216188		
ENSSHAG00000012302	ENSSHAG00000012302.1	GL867574.1	1005490	1049216		
ENSSHAG00000012303	ENSSHAG00000012303.1	GL864877.1	1005767	1019294		MYL5
ENSSHAG00000012304	ENSSHAG00000012304.1	GL867608.1	1006286	1025348		MAGT1
ENSSHAG00000012305	ENSSHAG00000012305.1	GL841293.1	1006293	1014028		
ENSSHAG00000012306	ENSSHAG00000012306.1	GL856861.1	1006595	1027267		PFAS
ENSSHAG00000012307	ENSSHAG00000012307.1	GL849620.1	1006834	1021120		LYPD6B
ENSSHAG00000012308	ENSSHAG00000012308.1	GL834508.1	1006942	1066578		
ENSSHAG00000012309	ENSSHAG00000012309.1	GL841499.1	1007637	1064004		DNAAF5
ENSSHAG00000012310	ENSSHAG00000012310.1	GL834719.1	1008011	1011637		CD93
ENSSHAG00000012311	ENSSHAG00000012311.1	GL834417.1	1008425	1072693		HMG20A
ENSSHAG00000012312	ENSSHAG00000012312.1	GL856823.1	1008662	1009705		
ENSSHAG00000012313	ENSSHAG00000012313.1	GL834652.1	1008786	1013437		C9orf78
ENSSHAG00000012314	ENSSHAG00000012314.1	GL856832.1	1008856	1013036		LIMD2
ENSSHAG00000012315	ENSSHAG00000012315.1	GL867585.1	1008895	1026314		
ENSSHAG00000012316	ENSSHAG00000012316.1	GL834794.1	1009877	1069977		ADAM28
ENSSHAG00000012317	ENSSHAG00000012317.1	GL849661.1	1010002	1031362		TEX12
ENSSHAG00000012318	ENSSHAG00000012318.1	GL849569.1	1010038	1082754		CD47
ENSSHAG00000012319	ENSSHAG00000012319.1	GL834703.1	1010102	1021540		
ENSSHAG00000012320	ENSSHAG00000012320.1	GL849710.1	1010796	1118604		COG6
ENSSHAG00000012321	ENSSHAG00000012321.1	GL856808.1	1010977	1047158		
ENSSHAG00000012322	ENSSHAG00000012322.1	GL861598.1	1011486	1057472		CCDC38
ENSSHAG00000012323	ENSSHAG00000012323.1	GL849825.1	1011586	1024201		SHOX
ENSSHAG00000012324	ENSSHAG00000012324.1	GL849583.1	1012011	1078746		SEC22A
ENSSHAG00000012325	ENSSHAG00000012325.1	GL841354.1	1012169	1067107		
ENSSHAG00000012326	ENSSHAG00000012326.1	GL856776.1	1012242	1051602		
ENSSHAG00000012327	ENSSHAG00000012327.1	GL856813.1	1012331	1027839		MKS1
ENSSHAG00000012328	ENSSHAG00000012328.1	GL864876.1	1012412	1022013		SPON2
ENSSHAG00000012329	ENSSHAG00000012329.1	GL856967.1	1012428	1165886		FNDC1
ENSSHAG00000012330	ENSSHAG00000012330.1	GL841349.1	1012440	1057960		
ENSSHAG00000012331	ENSSHAG00000012331.1	GL856719.1	1012564	1020236		ABHD1
ENSSHAG00000012332	ENSSHAG00000012332.1	GL849850.1	1012655	1014529		
ENSSHAG00000012333	ENSSHAG00000012333.1	GL861600.1	1012725	1064683		NR1H4
ENSSHAG00000012334	ENSSHAG00000012334.1	GL849739.1	1013036	1013992		OR51M1
ENSSHAG00000012335	ENSSHAG00000012335.1	GL841571.1	1013373	1394505		ADAMTSL1
ENSSHAG00000012336	ENSSHAG00000012336.1	GL849892.1	1013414	1015665		IGFBP5
ENSSHAG00000012337	ENSSHAG00000012337.1	GL849909.1	1013423	1154667		COL4A3
ENSSHAG00000012338	ENSSHAG00000012338.1	GL849556.1	1013427	1079509		PTCHD1
ENSSHAG00000012339	ENSSHAG00000012339.1	GL864799.1	1013564	1149777		NEK1
ENSSHAG00000012340	ENSSHAG00000012340.1	GL861729.1	1013886	1036516		PDE1B
ENSSHAG00000012341	ENSSHAG00000012341.1	GL841358.1	1014029	1015392		FOXQ1
ENSSHAG00000012342	ENSSHAG00000012342.1	GL856797.1	1014098	1246756		AKT3
ENSSHAG00000012343	ENSSHAG00000012343.1	GL856991.1	1014118	1023080		
ENSSHAG00000012344	ENSSHAG00000012344.1	GL834767.1	1014132	1027035		
ENSSHAG00000012345	ENSSHAG00000012345.1	GL841189.1	1014292	1018678		
ENSSHAG00000012346	ENSSHAG00000012346.1	GL834677.1	1014310	1066729		CAPN14
ENSSHAG00000012347	ENSSHAG00000012347.1	GL849676.1	1014352	1373592		CNTN5
ENSSHAG00000012348	ENSSHAG00000012348.1	GL864810.1	1014387	1057742		FNIP2
ENSSHAG00000012349	ENSSHAG00000012349.1	GL849522.1	1014481	1069258		GNB1
ENSSHAG00000012350	ENSSHAG00000012350.1	GL856939.1	1015215	1046357		HDAC2
ENSSHAG00000012351	ENSSHAG00000012351.1	GL834671.1	1015395	1025933		KCNS1
ENSSHAG00000012352	ENSSHAG00000012352.1	GL841293.1	1015412	1060402		CCDC152
ENSSHAG00000012353	ENSSHAG00000012353.1	GL849729.1	1015713	1058880		PPME1
ENSSHAG00000012354	ENSSHAG00000012354.1	GL849683.1	1015837	1016484		
ENSSHAG00000012355	ENSSHAG00000012355.1	GL861636.1	1015944	1580471		
ENSSHAG00000012356	ENSSHAG00000012356.1	GL841492.1	1016396	1017223		
ENSSHAG00000012357	ENSSHAG00000012357.1	GL841587.1	1016625	1028992		PSMD6
ENSSHAG00000012358	ENSSHAG00000012358.1	GL856748.1	1016703	1033805		UHMK1
ENSSHAG00000012359	ENSSHAG00000012359.1	GL834594.1	1016870	1019465		EGR1
ENSSHAG00000012360	ENSSHAG00000012360.1	GL841196.1	1016908	1201385		
ENSSHAG00000012361	ENSSHAG00000012361.1	GL841417.1	1017028	1063397		SUGP1
ENSSHAG00000012362	ENSSHAG00000012362.1	GL841556.1	1017260	1024005		RABEP2
ENSSHAG00000012363	ENSSHAG00000012363.1	GL834715.1	1017340	1319114		
ENSSHAG00000012364	ENSSHAG00000012364.1	GL834761.1	1017457	1065719		LRRC36
ENSSHAG00000012365	ENSSHAG00000012365.1	GL841553.1	1017464	1025093		
ENSSHAG00000012366	ENSSHAG00000012366.1	GL841486.1	1017739	1030985		DNAJA1
ENSSHAG00000012367	ENSSHAG00000012367.1	GL834540.1	1018054	1042112		VASH1
ENSSHAG00000012368	ENSSHAG00000012368.1	GL849889.1	1018229	1030837		BZW1
ENSSHAG00000012369	ENSSHAG00000012369.1	GL834701.1	1018744	1041791		FAM167A
ENSSHAG00000012370	ENSSHAG00000012370.1	GL864819.1	1018847	1385825		FAM160A1
ENSSHAG00000012371	ENSSHAG00000012371.1	GL841562.1	1018914	1112581		SLC1A1
ENSSHAG00000012372	ENSSHAG00000012372.1	GL856843.1	1018999	1038544		CACNG1
ENSSHAG00000012373	ENSSHAG00000012373.1	GL861622.1	1019214	1100717		RASSF8
ENSSHAG00000012374	ENSSHAG00000012374.1	GL856945.1	1019265	1099838		
ENSSHAG00000012375	ENSSHAG00000012375.1	GL841484.1	1019402	1380979		PAX5
ENSSHAG00000012376	ENSSHAG00000012376.1	GL864827.1	1019502	1120749		SLC7A11
ENSSHAG00000012377	ENSSHAG00000012377.1	GL849657.1	1019572	1044329		IFT46
ENSSHAG00000012378	ENSSHAG00000012378.1	GL841453.1	1019584	1037745		LIMK2
ENSSHAG00000012379	ENSSHAG00000012379.1	GL834493.1	1019616	1020599		OR11H4
ENSSHAG00000012380	ENSSHAG00000012380.1	GL841420.1	1019677	1030947		TMEM161A
ENSSHAG00000012381	ENSSHAG00000012381.1	GL856734.1	1019899	1056424		LRRC40
ENSSHAG00000012382	ENSSHAG00000012382.1	GL861640.1	1020130	1023313		GPR22
ENSSHAG00000012383	ENSSHAG00000012383.1	GL834649.1	1020261	1087748		LPCAT2
ENSSHAG00000012384	ENSSHAG00000012384.1	GL841446.1	1020318	1020767		
ENSSHAG00000012385	ENSSHAG00000012385.1	GL834452.1	1020380	1040699		
ENSSHAG00000012386	ENSSHAG00000012386.1	GL856772.1	1020678	1036815		LHX9
ENSSHAG00000012387	ENSSHAG00000012387.1	GL841583.1	1020890	1062164		CELSR3
ENSSHAG00000012388	ENSSHAG00000012388.1	GL841577.1	1021287	1041637		BAAT
ENSSHAG00000012389	ENSSHAG00000012389.1	GL841621.1	1021430	1030775		LRTM1
ENSSHAG00000012390	ENSSHAG00000012390.1	GL856719.1	1021483	1024617		PREB
ENSSHAG00000012391	ENSSHAG00000012391.1	GL849746.1	1021696	1053105		RPS6KA1
ENSSHAG00000012392	ENSSHAG00000012392.1	GL841170.1	1022019	1095160		SGTB
ENSSHAG00000012393	ENSSHAG00000012393.1	GL841189.1	1022522	1097696		LMNB1
ENSSHAG00000012394	ENSSHAG00000012394.1	GL864752.1	1022670	1064178		RASGEF1B
ENSSHAG00000012395	ENSSHAG00000012395.1	GL834703.1	1022781	1031482		SNRPG
ENSSHAG00000012396	ENSSHAG00000012396.1	GL849785.1	1023827	1027114		HPCA
ENSSHAG00000012397	ENSSHAG00000012397.1	GL834596.1	1023986	1038544		
ENSSHAG00000012398	ENSSHAG00000012398.1	GL849540.1	1024717	1060443		
ENSSHAG00000012399	ENSSHAG00000012399.1	GL834640.1	1024768	1026276		ZBTB34
ENSSHAG00000012400	ENSSHAG00000012400.1	GL861693.1	1024962	1075952		BFSP2
ENSSHAG00000012401	ENSSHAG00000012401.1	GL864734.1	1024998	1231341		SYNPO2
ENSSHAG00000012402	ENSSHAG00000012402.1	GL849785.1	1025532	1035643		TMEM54
ENSSHAG00000012403	ENSSHAG00000012403.1	GL834580.1	1025683	1038714		
ENSSHAG00000012404	ENSSHAG00000012404.1	GL864876.1	1026102	1048589		
ENSSHAG00000012405	ENSSHAG00000012405.1	GL841368.1	1026345	1036036		
ENSSHAG00000012406	ENSSHAG00000012406.1	GL841329.1	1026551	1250499		RTTN
ENSSHAG00000012407	ENSSHAG00000012407.1	GL849748.1	1026605	1034684		SRSF4
ENSSHAG00000012408	ENSSHAG00000012408.1	GL864877.1	1026860	1031378		ATP5ME
ENSSHAG00000012409	ENSSHAG00000012409.1	GL841408.1	1026904	1027347		
ENSSHAG00000012410	ENSSHAG00000012410.1	GL841586.1	1026948	1028890		
ENSSHAG00000012411	ENSSHAG00000012411.1	GL834668.1	1027096	1150083		
ENSSHAG00000012412	ENSSHAG00000012412.1	GL834488.1	1027172	1055151		NOX5
ENSSHAG00000012413	ENSSHAG00000012413.1	GL834422.1	1027324	1028394		
ENSSHAG00000012414	ENSSHAG00000012414.1	GL841174.1	1027392	1068716		
ENSSHAG00000012415	ENSSHAG00000012415.1	GL834541.1	1027825	1105703		PSEN1
ENSSHAG00000012416	ENSSHAG00000012416.1	GL834587.1	1027894	1028298		
ENSSHAG00000012417	ENSSHAG00000012417.1	GL834652.1	1028277	1063375		USP20
ENSSHAG00000012418	ENSSHAG00000012418.1	GL856832.1	1028301	1050185		STRADA
ENSSHAG00000012419	ENSSHAG00000012419.1	GL834587.1	1028308	1029094		
ENSSHAG00000012420	ENSSHAG00000012420.1	GL849892.1	1028425	1030173		
ENSSHAG00000012421	ENSSHAG00000012421.1	GL849604.1	1028445	1032419		INHBB
ENSSHAG00000012422	ENSSHAG00000012422.1	GL849917.1	1028640	1085468		HDLBP
ENSSHAG00000012423	ENSSHAG00000012423.1	GL834464.1	1028752	1104970		RBM20
ENSSHAG00000012424	ENSSHAG00000012424.1	GL856954.1	1028754	1177448		ARFGEF3
ENSSHAG00000012425	ENSSHAG00000012425.1	GL861683.1	1028889	1106332		SPAG6
ENSSHAG00000012426	ENSSHAG00000012426.1	GL856813.1	1029039	1042784		EPX
ENSSHAG00000012427	ENSSHAG00000012427.1	GL834667.1	1029045	1036889		GCNT7
ENSSHAG00000012428	ENSSHAG00000012428.1	GL834625.1	1029272	1031988		
ENSSHAG00000012429	ENSSHAG00000012429.1	GL841433.1	1029337	1330206		TMEM132D
ENSSHAG00000012430	ENSSHAG00000012430.1	GL841612.1	1029547	1210333		TNS3
ENSSHAG00000012431	ENSSHAG00000012431.1	GL849739.1	1030002	1030946		
ENSSHAG00000012432	ENSSHAG00000012432.1	GL861723.1	1030007	1032304		
ENSSHAG00000012433	ENSSHAG00000012433.1	GL841510.1	1030138	1058363		
ENSSHAG00000012434	ENSSHAG00000012434.1	GL856933.1	1030336	1030874		
ENSSHAG00000012435	ENSSHAG00000012435.1	GL834619.1	1030435	1091801		FBXW11
ENSSHAG00000012436	ENSSHAG00000012436.1	GL834650.1	1030484	1075550		SLC12A3
ENSSHAG00000012437	ENSSHAG00000012437.1	GL856895.1	1030505	1115557		MCM3
ENSSHAG00000012438	ENSSHAG00000012438.1	GL841556.1	1030553	1054196		
ENSSHAG00000012439	ENSSHAG00000012439.1	GL856864.1	1030645	1043742		ZKSCAN1
ENSSHAG00000012440	ENSSHAG00000012440.1	GL857019.1	1031239	1042981		ECEL1
ENSSHAG00000012441	ENSSHAG00000012441.1	GL834502.1	1031608	1048149		USP50
ENSSHAG00000012442	ENSSHAG00000012442.1	GL856828.1	1031804	1033376		HOXB4
ENSSHAG00000012443	ENSSHAG00000012443.1	GL834472.1	1032197	1052036		
ENSSHAG00000012444	ENSSHAG00000012444.1	GL834538.1	1032424	1058037		
ENSSHAG00000012445	ENSSHAG00000012445.1	GL834549.1	1032442	1044266		RDH12
ENSSHAG00000012446	ENSSHAG00000012446.1	GL861723.1	1032670	1049769		
ENSSHAG00000012447	ENSSHAG00000012447.1	GL856909.1	1032815	1227656		MYO6
ENSSHAG00000012448	ENSSHAG00000012448.1	GL849558.1	1032882	1208671		BCLAF3
ENSSHAG00000012449	ENSSHAG00000012449.1	GL834493.1	1033088	1046896		TTC5
ENSSHAG00000012450	ENSSHAG00000012450.1	GL864905.1	1033135	1035799		LRRC10B
ENSSHAG00000012451	ENSSHAG00000012451.1	GL849742.1	1033154	1038505		
ENSSHAG00000012452	ENSSHAG00000012452.1	GL864885.1	1033309	1177576		ANO5
ENSSHAG00000012453	ENSSHAG00000012453.1	GL864877.1	1033600	1116617		PDE6B
ENSSHAG00000012454	ENSSHAG00000012454.1	GL834543.1	1033814	1034812		
ENSSHAG00000012455	ENSSHAG00000012455.1	GL834766.1	1034081	1034983		
ENSSHAG00000012456	ENSSHAG00000012456.1	GL834703.1	1034367	1042774		
ENSSHAG00000012457	ENSSHAG00000012457.1	GL849661.1	1034732	1050507		
ENSSHAG00000012458	ENSSHAG00000012458.1	GL857001.1	1034777	1042609		TMEM97
ENSSHAG00000012459	ENSSHAG00000012459.1	GL834726.1	1035555	1049962		BMP2
ENSSHAG00000012460	ENSSHAG00000012460.1	GL849547.1	1035760	1107093		
ENSSHAG00000012461	ENSSHAG00000012461.1	GL864795.1	1036065	1037463		HMGB2
ENSSHAG00000012462	ENSSHAG00000012462.1	GL856719.1	1036149	1040147		TCF23
ENSSHAG00000012463	ENSSHAG00000012463.1	GL834740.1	1036502	1272915		FSHR
ENSSHAG00000012464	ENSSHAG00000012464.1	GL849837.1	1036612	1077558		
ENSSHAG00000012465	ENSSHAG00000012465.1	GL849889.1	1037164	1053228		CLK1
ENSSHAG00000012466	ENSSHAG00000012466.1	GL856887.1	1037372	1078130		PTK7
ENSSHAG00000012467	ENSSHAG00000012467.1	GL841603.1	1037486	1039489		SEC61G
ENSSHAG00000012468	ENSSHAG00000012468.1	GL834659.1	1037496	1049543		ARRDC1
ENSSHAG00000012469	ENSSHAG00000012469.1	GL834636.1	1037511	1085215		MRRF
ENSSHAG00000012470	ENSSHAG00000012470.1	GL834629.1	1037787	1042374		PDRG1
ENSSHAG00000012471	ENSSHAG00000012471.1	GL861686.1	1037959	1146456		MRC1
ENSSHAG00000012472	ENSSHAG00000012472.1	GL841597.1	1038056	1087928		
ENSSHAG00000012473	ENSSHAG00000012473.1	GL849602.1	1038320	1257198		CLASP1
ENSSHAG00000012474	ENSSHAG00000012474.1	GL841422.1	1038345	1047341		
ENSSHAG00000012475	ENSSHAG00000012475.1	GL834543.1	1038557	1062878		SNAPC1
ENSSHAG00000012476	ENSSHAG00000012476.1	GL841431.1	1038635	1153591		EP400
ENSSHAG00000012477	ENSSHAG00000012477.1	GL841273.1	1038726	1141298		TTC37
ENSSHAG00000012478	ENSSHAG00000012478.1	GL841626.1	1038809	1042238		HESX1
ENSSHAG00000012479	ENSSHAG00000012479.1	GL841626.1	1038989	1039513		
ENSSHAG00000012480	ENSSHAG00000012480.1	GL861623.1	1039200	1069697		
ENSSHAG00000012481	ENSSHAG00000012481.1	GL849668.1	1039243	1095085		AASDHPPT
ENSSHAG00000012482	ENSSHAG00000012482.1	GL841453.1	1039370	1048321		
ENSSHAG00000012483	ENSSHAG00000012483.1	GL861632.1	1039553	1698961		CACNA2D1
ENSSHAG00000012484	ENSSHAG00000012484.1	GL856988.1	1039752	1263082		NTNG1
ENSSHAG00000012485	ENSSHAG00000012485.1	GL841446.1	1039783	1075357		SSH1
ENSSHAG00000012486	ENSSHAG00000012486.1	GL856846.1	1040191	1061022		
ENSSHAG00000012487	ENSSHAG00000012487.1	GL841254.1	1040919	1105728		NSMAF
ENSSHAG00000012488	ENSSHAG00000012488.1	GL834693.1	1040931	1056818		COLEC11
ENSSHAG00000012489	ENSSHAG00000012489.1	GL861729.1	1041169	1053188		PPP1R1A
ENSSHAG00000012490	ENSSHAG00000012490.1	GL856827.1	1041430	1042069		
ENSSHAG00000012491	ENSSHAG00000012491.1	GL849557.1	1041980	1055797		SMPX
ENSSHAG00000012492	ENSSHAG00000012492.1	GL841553.1	1042082	1058920		
ENSSHAG00000012493	ENSSHAG00000012493.1	GL849734.1	1042089	1042750		
ENSSHAG00000012494	ENSSHAG00000012494.1	GL856799.1	1042113	1076811		FH
ENSSHAG00000012495	ENSSHAG00000012495.1	GL867623.1	1042195	1043115		SLC25A53
ENSSHAG00000012496	ENSSHAG00000012496.1	GL841415.1	1042248	1052631		
ENSSHAG00000012497	ENSSHAG00000012497.1	GL857021.1	1042342	1052676		C8orf88
ENSSHAG00000012498	ENSSHAG00000012498.1	GL841602.1	1042384	1128033		ACVR2B
ENSSHAG00000012499	ENSSHAG00000012499.1	GL841545.1	1042503	1153244		STX17
ENSSHAG00000012500	ENSSHAG00000012500.1	GL849588.1	1042856	1044209		
ENSSHAG00000012501	ENSSHAG00000012501.1	GL864795.1	1043118	1235658		GALNT7
ENSSHAG00000012502	ENSSHAG00000012502.1	GL849728.1	1043255	1044427		TPBGL
ENSSHAG00000012503	ENSSHAG00000012503.1	GL856719.1	1043288	1055471		SLC5A6
ENSSHAG00000012504	ENSSHAG00000012504.1	GL864871.1	1043671	1086211		
ENSSHAG00000012505	ENSSHAG00000012505.1	GL856827.1	1043951	1072265		RARA
ENSSHAG00000012506	ENSSHAG00000012506.1	GL834736.1	1044550	1078879		
ENSSHAG00000012507	ENSSHAG00000012507.1	GL834640.1	1044608	1044988		
ENSSHAG00000012508	ENSSHAG00000012508.1	GL834460.1	1044660	1077305		TIAL1
ENSSHAG00000012509	ENSSHAG00000012509.1	GL857001.1	1044736	1046632		IFT20
ENSSHAG00000012510	ENSSHAG00000012510.1	GL834651.1	1045275	1065363		STK35
ENSSHAG00000012511	ENSSHAG00000012511.1	GL834629.1	1045485	1091445		TTLL9
ENSSHAG00000012512	ENSSHAG00000012512.1	GL856790.1	1045490	1046180		
ENSSHAG00000012513	ENSSHAG00000012513.1	GL834475.1	1045573	1169546		
ENSSHAG00000012514	ENSSHAG00000012514.1	GL856991.1	1045707	1055973		
ENSSHAG00000012515	ENSSHAG00000012515.1	GL861705.1	1046321	1063534		TGFBR2
ENSSHAG00000012516	ENSSHAG00000012516.1	GL849545.1	1046690	1053463		
ENSSHAG00000012517	ENSSHAG00000012517.1	GL834630.1	1047194	1089316		SNPH
ENSSHAG00000012518	ENSSHAG00000012518.1	GL856844.1	1047284	1082299		
ENSSHAG00000012519	ENSSHAG00000012519.1	GL834764.1	1047685	1061637		
ENSSHAG00000012520	ENSSHAG00000012520.1	GL841486.1	1047716	1076640		SMU1
ENSSHAG00000012521	ENSSHAG00000012521.1	GL864905.1	1047887	1093659		SYT7
ENSSHAG00000012522	ENSSHAG00000012522.1	GL856823.1	1048061	1110851		
ENSSHAG00000012523	ENSSHAG00000012523.1	GL841235.1	1048209	1143418		
ENSSHAG00000012524	ENSSHAG00000012524.1	GL856822.1	1048323	1055424		RIT1
ENSSHAG00000012525	ENSSHAG00000012525.1	GL849711.1	1048642	1062997		TMEM272
ENSSHAG00000012526	ENSSHAG00000012526.1	GL841474.1	1048883	1163081		
ENSSHAG00000012527	ENSSHAG00000012527.1	GL857013.1	1048972	1051637		HSPB1
ENSSHAG00000012528	ENSSHAG00000012528.1	GL856861.1	1049179	1085493		CTC1
ENSSHAG00000012529	ENSSHAG00000012529.1	GL834493.1	1049301	1071085		CCNB1IP1
ENSSHAG00000012530	ENSSHAG00000012530.1	GL856828.1	1049311	1051105		HOXB5
ENSSHAG00000012531	ENSSHAG00000012531.1	GL856992.1	1049748	1087409		
ENSSHAG00000012532	ENSSHAG00000012532.1	GL841525.1	1050210	1165112		CPPED1
ENSSHAG00000012533	ENSSHAG00000012533.1	GL834452.1	1050343	1083976		ENTPD7
ENSSHAG00000012534	ENSSHAG00000012534.1	GL834506.1	1050712	1051761		
ENSSHAG00000012535	ENSSHAG00000012535.1	GL849657.1	1051189	1054354		TMEM25
ENSSHAG00000012536	ENSSHAG00000012536.1	GL849741.1	1051482	1257862		EPHB2
ENSSHAG00000012537	ENSSHAG00000012537.1	GL834496.1	1051793	1056623		MRPL52
ENSSHAG00000012538	ENSSHAG00000012538.1	GL849739.1	1052127	1053089		
ENSSHAG00000012539	ENSSHAG00000012539.1	GL856966.1	1052398	1198596		TIAM2
ENSSHAG00000012540	ENSSHAG00000012540.1	GL856919.1	1052736	1059620		
ENSSHAG00000012541	ENSSHAG00000012541.1	GL849754.1	1052840	1064684		RER1
ENSSHAG00000012542	ENSSHAG00000012542.1	GL856929.1	1052955	1116763		USP45
ENSSHAG00000012543	ENSSHAG00000012543.1	GL834487.1	1053898	1079123		
ENSSHAG00000012544	ENSSHAG00000012544.1	GL834703.1	1053965	1071824		TIA1
ENSSHAG00000012545	ENSSHAG00000012545.1	GL861723.1	1054218	1063081		
ENSSHAG00000012546	ENSSHAG00000012546.1	GL849783.1	1054303	1073251		RSPO1
ENSSHAG00000012547	ENSSHAG00000012547.1	GL856828.1	1054347	1056151		HOXB6
ENSSHAG00000012548	ENSSHAG00000012548.1	GL834485.1	1054459	1055469		
ENSSHAG00000012549	ENSSHAG00000012549.1	GL841589.1	1054557	1066121		
ENSSHAG00000012550	ENSSHAG00000012550.1	GL841422.1	1054612	1069015		ADAMTSL5
ENSSHAG00000012551	ENSSHAG00000012551.1	GL864878.1	1054674	1055918		
ENSSHAG00000012552	ENSSHAG00000012552.1	GL857001.1	1054731	1057472		TNFAIP1
ENSSHAG00000012553	ENSSHAG00000012553.1	GL861663.1	1054732	1078951		ARHGEF5
ENSSHAG00000012554	ENSSHAG00000012554.1	GL841277.1	1054925	1066891		ARRDC3
ENSSHAG00000012555	ENSSHAG00000012555.1	GL834683.1	1055056	1058202		SDR42E1
ENSSHAG00000012556	ENSSHAG00000012556.1	GL849657.1	1056019	1065809		TTC36
ENSSHAG00000012557	ENSSHAG00000012557.1	GL861606.1	1056116	1056469		
ENSSHAG00000012558	ENSSHAG00000012558.1	GL861606.1	1056221	1077325		IFT27
ENSSHAG00000012559	ENSSHAG00000012559.1	GL849744.1	1056330	1083940		RUNX3
ENSSHAG00000012560	ENSSHAG00000012560.1	GL849658.1	1056360	1181576		SIK3
ENSSHAG00000012561	ENSSHAG00000012561.1	GL856828.1	1056424	1070461		HOXB7
ENSSHAG00000012562	ENSSHAG00000012562.1	GL861591.1	1056471	1064112		
ENSSHAG00000012563	ENSSHAG00000012563.1	GL856756.1	1056498	1056911		
ENSSHAG00000012564	ENSSHAG00000012564.1	GL864876.1	1056501	1097901		
ENSSHAG00000012565	ENSSHAG00000012565.1	GL841492.1	1056715	1098217		HSDL2
ENSSHAG00000012566	ENSSHAG00000012566.1	GL857020.1	1057189	1070236		
ENSSHAG00000012567	ENSSHAG00000012567.1	GL841598.1	1057593	1098687		CAND2
ENSSHAG00000012568	ENSSHAG00000012568.1	GL834769.1	1057899	1064668		HAS3
ENSSHAG00000012569	ENSSHAG00000012569.1	GL861618.1	1058083	1124577		DCP1B
ENSSHAG00000012570	ENSSHAG00000012570.1	GL856846.1	1058201	1085104		HGS
ENSSHAG00000012571	ENSSHAG00000012571.1	GL834472.1	1058266	1099223		AP3S2
ENSSHAG00000012572	ENSSHAG00000012572.1	GL834549.1	1058531	1140482		ZFYVE26
ENSSHAG00000012573	ENSSHAG00000012573.1	GL849734.1	1058630	1059287		
ENSSHAG00000012574	ENSSHAG00000012574.1	GL849785.1	1058641	1077762		RNF19B
ENSSHAG00000012575	ENSSHAG00000012575.1	GL849742.1	1058653	1071653		PLA2G2F
ENSSHAG00000012576	ENSSHAG00000012576.1	GL834496.1	1058987	1074481		MMP14
ENSSHAG00000012577	ENSSHAG00000012577.1	GL849889.1	1059107	1077042		PPIL3
ENSSHAG00000012578	ENSSHAG00000012578.1	GL849634.1	1059264	1062845		
ENSSHAG00000012579	ENSSHAG00000012579.1	GL841339.1	1059319	1198878		CTDP1
ENSSHAG00000012580	ENSSHAG00000012580.1	GL861654.1	1059565	1115254		UBE2H
ENSSHAG00000012581	ENSSHAG00000012581.1	GL857002.1	1059820	1529052		CALN1
ENSSHAG00000012582	ENSSHAG00000012582.1	GL841415.1	1059900	1062179		
ENSSHAG00000012583	ENSSHAG00000012583.1	GL849679.1	1060353	1061690		
ENSSHAG00000012584	ENSSHAG00000012584.1	GL849790.1	1060454	1064681		SDC3
ENSSHAG00000012585	ENSSHAG00000012585.1	GL856894.1	1060510	1088138		TFAP2B
ENSSHAG00000012586	ENSSHAG00000012586.1	GL856997.1	1060516	1060686		
ENSSHAG00000012587	ENSSHAG00000012587.1	GL856915.1	1060551	1061864		TPBG
ENSSHAG00000012588	ENSSHAG00000012588.1	GL864869.1	1060894	1067458		CYTL1
ENSSHAG00000012589	ENSSHAG00000012589.1	GL857001.1	1061084	1065606		POLDIP2
ENSSHAG00000012590	ENSSHAG00000012590.1	GL864726.1	1061435	1067099		
ENSSHAG00000012591	ENSSHAG00000012591.1	GL834414.1	1062010	1062306		
ENSSHAG00000012592	ENSSHAG00000012592.1	GL849683.1	1062832	1063479		
ENSSHAG00000012593	ENSSHAG00000012593.1	GL841550.1	1062941	1234507		ADCY9
ENSSHAG00000012594	ENSSHAG00000012594.1	GL841556.1	1063083	1073590		
ENSSHAG00000012595	ENSSHAG00000012595.1	GL841299.1	1063155	1067619		RAX
ENSSHAG00000012596	ENSSHAG00000012596.1	GL864816.1	1063177	1113101		RBM46
ENSSHAG00000012597	ENSSHAG00000012597.1	GL861681.1	1063224	1305919		MPP7
ENSSHAG00000012598	ENSSHAG00000012598.1	GL856719.1	1063272	1094187		CAD
ENSSHAG00000012599	ENSSHAG00000012599.1	GL861598.1	1063583	1088019		AMDHD1
