CHROM,CONTIG,OFFSET,CONTIG.ALT
Chr4,Chr4_supercontig_000000689,448039421,GL857408.1
Chr4,Chr4_supercontig_000000690,448162665,GL857409.1
Chr4,Chr4_supercontig_000000691,448225355,GL857410.1
Chr4,Chr4_supercontig_000000692,448257398,GL857411.1
Chr4,Chr4_supercontig_000000693,448307554,GL857412.1
Chr4,Chr4_supercontig_000000694,448389778,GL857413.1
Chr4,Chr4_supercontig_000000695,448419289,GL857414.1
Chr4,Chr4_supercontig_000000696,448495028,GL857415.1
Chr4,Chr4_supercontig_000000697,448523220,GL857416.1
Chr4,Chr4_supercontig_000000698,448655961,GL857417.1
Chr4,Chr4_supercontig_000000699,448673987,GL857418.1
Chr4,Chr4_supercontig_000000700,448751582,GL857419.1
Chr4,Chr4_supercontig_000000701,448886958,GL857420.1
Chr4,Chr4_supercontig_000000702,448914278,GL857421.1
Chr4,Chr4_supercontig_000000703,448980618,GL857422.1
Chr4,Chr4_supercontig_000000704,449082625,GL857423.1
Chr4,Chr4_supercontig_000000705,449098695,GL857424.1
Chr4,Chr4_supercontig_000000706,449210637,GL857425.1
Chr4,Chr4_supercontig_000000707,449278568,GL857426.1
Chr4,Chr4_supercontig_000000708,449476451,GL857427.1
Chr4,Chr4_supercontig_000000709,449503422,GL857428.1
Chr4,Chr4_supercontig_000000710,449576986,GL857429.1
Chr4,Chr4_supercontig_000000711,449626108,GL857430.1
Chr4,Chr4_supercontig_000000712,449668733,GL857431.1
Chr4,Chr4_supercontig_000000713,449702053,GL857432.1
Chr4,Chr4_supercontig_000000714,449719493,GL857433.1
Chr4,Chr4_supercontig_000000715,449745578,GL857434.1
Chr4,Chr4_supercontig_000000716,449783036,GL857435.1
Chr4,Chr4_supercontig_000000717,449898100,GL857436.1
Chr4,Chr4_supercontig_000000718,450061211,GL857437.1
Chr4,Chr4_supercontig_000000719,450148886,GL857438.1
Chr4,Chr4_supercontig_000000720,450262230,GL857439.1
Chr4,Chr4_supercontig_000000721,450292146,GL857440.1
Chr4,Chr4_supercontig_000000722,450352435,GL857441.1
Chr4,Chr4_supercontig_000000723,450415842,GL857442.1
Chr4,Chr4_supercontig_000000724,450470817,GL857443.1
Chr4,Chr4_supercontig_000000725,450507094,GL857444.1
Chr4,Chr4_supercontig_000000726,450527032,GL857445.1
Chr4,Chr4_supercontig_000000727,450569199,GL857446.1
Chr4,Chr4_supercontig_000000728,450608187,GL857447.1
Chr4,Chr4_supercontig_000000729,450707892,GL857448.1
Chr4,Chr4_supercontig_000000730,450736951,GL857449.1
Chr4,Chr4_supercontig_000000731,450856585,GL857450.1
Chr4,Chr4_supercontig_000000732,450901516,GL857451.1
Chr4,Chr4_supercontig_000000733,450993156,GL857452.1
Chr4,Chr4_supercontig_000000734,451131842,GL857453.1
Chr4,Chr4_supercontig_000000735,451185451,GL857454.1
Chr4,Chr4_supercontig_000000736,451285986,GL857455.1
Chr4,Chr4_supercontig_000000737,451300140,GL857456.1
Chr4,Chr4_supercontig_000000738,451319673,GL857457.1
Chr4,Chr4_supercontig_000000739,451321708,GL857458.1
Chr4,Chr4_supercontig_000000740,451359549,GL857459.1
Chr4,Chr4_supercontig_000000741,451389646,GL857460.1
Chr4,Chr4_supercontig_000000742,451476647,GL857461.1
Chr4,Chr4_supercontig_000000743,451526078,GL857462.1
Chr4,Chr4_supercontig_000000744,451586002,GL857463.1
Chr4,Chr4_supercontig_000000745,451587919,GL857464.1
Chr4,Chr4_supercontig_000000746,451675935,GL857465.1
Chr4,Chr4_supercontig_000000747,451718502,GL857466.1
Chr4,Chr4_supercontig_000000748,451862658,GL857467.1
Chr4,Chr4_supercontig_000000749,451960793,GL857468.1
Chr4,Chr4_supercontig_000000750,452093842,GL857469.1
Chr4,Chr4_supercontig_000000751,452128681,GL857470.1
Chr4,Chr4_supercontig_000000752,452229094,GL857471.1
Chr4,Chr4_supercontig_000000753,452270995,GL857472.1
Chr4,Chr4_supercontig_000000754,452358302,GL857473.1
Chr4,Chr4_supercontig_000000755,452415252,GL857474.1
Chr4,Chr4_supercontig_000000756,452437222,GL857475.1
Chr4,Chr4_supercontig_000000757,452514481,GL857476.1
Chr4,Chr4_supercontig_000000758,452650647,GL857477.1
Chr4,Chr4_supercontig_000000759,452673279,GL857478.1
Chr4,Chr4_supercontig_000000760,452757401,GL857479.1
Chr4,Chr4_supercontig_000000761,452763678,GL857480.1
Chr4,Chr4_supercontig_000000762,452812959,GL857481.1
Chr4,Chr4_supercontig_000000763,452839089,GL857482.1
Chr4,Chr4_supercontig_000000764,452895912,GL857483.1
Chr4,Chr4_supercontig_000000765,452948968,GL857484.1
Chr4,Chr4_supercontig_000000766,453089548,GL857485.1
Chr4,Chr4_supercontig_000000767,453153551,GL857486.1
Chr4,Chr4_supercontig_000000768,453236027,GL857487.1
Chr4,Chr4_supercontig_000000769,453331900,GL857488.1
Chr4,Chr4_supercontig_000000770,453356165,GL857489.1
Chr4,Chr4_supercontig_000000771,453392290,GL857490.1
Chr4,Chr4_supercontig_000000772,453416213,GL857491.1
Chr4,Chr4_supercontig_000000773,453453752,GL857492.1
Chr4,Chr4_supercontig_000000774,453483620,GL857493.1
Chr4,Chr4_supercontig_000000775,453517436,GL857494.1
Chr4,Chr4_supercontig_000000776,453573866,GL857495.1
Chr4,Chr4_supercontig_000000777,453607699,GL857496.1
Chr4,Chr4_supercontig_000000778,453626325,GL857497.1
Chr4,Chr4_supercontig_000000779,453741150,GL857498.1
Chr4,Chr4_supercontig_000000780,453779383,GL857499.1
Chr4,Chr4_supercontig_000000781,453784991,GL857500.1
Chr4,Chr4_supercontig_000000782,453830648,GL857501.1
Chr4,Chr4_supercontig_000000783,453955938,GL857502.1
Chr4,Chr4_supercontig_000000784,453991997,GL857503.1
Chr4,Chr4_supercontig_000000785,454062425,GL857504.1
Chr4,Chr4_supercontig_000000786,454100318,GL857505.1
Chr4,Chr4_supercontig_000000787,454176480,GL857506.1
Chr4,Chr4_supercontig_000000788,454207138,GL857507.1
Chr4,Chr4_supercontig_000000789,454229715,GL857508.1
Chr4,Chr4_supercontig_000000790,454299471,GL857509.1
Chr4,Chr4_supercontig_000000791,454309307,GL857510.1
Chr4,Chr4_supercontig_000000792,454377812,GL857511.1
Chr4,Chr4_supercontig_000000793,454411092,GL857512.1
Chr4,Chr4_supercontig_000000794,454682186,GL857513.1
Chr4,Chr4_supercontig_000000795,454712407,GL857514.1
Chr4,Chr4_supercontig_000000796,454751583,GL857515.1
Chr4,Chr4_supercontig_000000797,454800663,GL857516.1
Chr4,Chr4_supercontig_000000798,454823291,GL857517.1
Chr4,Chr4_supercontig_000000799,454849125,GL857518.1
Chr4,Chr4_supercontig_000000800,454979077,GL857519.1
Chr4,Chr4_supercontig_000000801,455006570,GL857520.1
Chr4,Chr4_supercontig_000000802,455092582,GL857521.1
Chr4,Chr4_supercontig_000000803,455116320,GL857522.1
Chr4,Chr4_supercontig_000000804,455171021,GL857523.1
Chr4,Chr4_supercontig_000000805,455266586,GL857524.1
Chr4,Chr4_supercontig_000000806,455337923,GL857525.1
Chr4,Chr4_supercontig_000000807,455388817,GL857526.1
Chr4,Chr4_supercontig_000000808,455426752,GL857527.1
Chr4,Chr4_supercontig_000000809,455478342,GL857528.1
Chr4,Chr4_supercontig_000000810,455554810,GL857529.1
Chr4,Chr4_supercontig_000000811,455580122,GL857530.1
Chr4,Chr4_supercontig_000000812,455642818,GL857531.1
Chr4,Chr4_supercontig_000000813,455666461,GL857532.1
Chr4,Chr4_supercontig_000000814,455720163,GL857533.1
Chr4,Chr4_supercontig_000000815,455731309,GL857534.1
Chr4,Chr4_supercontig_000000816,455816258,GL857535.1
Chr4,Chr4_supercontig_000000817,455870798,GL857536.1
Chr4,Chr4_supercontig_000000818,455928468,GL857537.1
Chr4,Chr4_supercontig_000000819,455985126,GL857538.1
Chr4,Chr4_supercontig_000000820,456011122,GL857539.1
Chr4,Chr4_supercontig_000000821,456160837,GL857540.1
Chr4,Chr4_supercontig_000000822,456235926,GL857541.1
Chr4,Chr4_supercontig_000000823,456319112,GL857542.1
Chr4,Chr4_supercontig_000000824,456332478,GL857543.1
Chr4,Chr4_supercontig_000000825,456472422,GL857544.1
Chr4,Chr4_supercontig_000000826,456493311,GL857545.1
Chr4,Chr4_supercontig_000000827,456509407,GL857546.1
Chr4,Chr4_supercontig_000000828,456574850,GL857547.1
Chr4,Chr4_supercontig_000000829,456604800,GL857548.1
Chr4,Chr4_supercontig_000000830,456640354,GL857549.1
Chr4,Chr4_supercontig_000000831,456702482,GL857550.1
Chr4,Chr4_supercontig_000000832,456739133,GL857551.1
Chr4,Chr4_supercontig_000000833,456762613,GL857552.1
Chr4,Chr4_supercontig_000000834,456767036,GL857553.1
Chr4,Chr4_supercontig_000000835,456938633,GL857554.1
Chr4,Chr4_supercontig_000000836,456972270,GL857555.1
Chr4,Chr4_supercontig_000000837,457050468,GL857556.1
Chr4,Chr4_supercontig_000000838,457065736,GL857557.1
Chr4,Chr4_supercontig_000000839,457143182,GL857558.1
Chr4,Chr4_supercontig_000000840,457207865,GL857559.1
Chr4,Chr4_supercontig_000000841,457222857,GL857560.1
Chr4,Chr4_supercontig_000000842,457293473,GL857561.1
Chr4,Chr4_supercontig_000000843,457341911,GL857562.1
Chr4,Chr4_supercontig_000000844,457361096,GL857563.1
Chr4,Chr4_supercontig_000000845,457473713,GL857564.1
Chr4,Chr4_supercontig_000000846,457573145,GL857565.1
Chr4,Chr4_supercontig_000000847,457637942,GL857566.1
Chr4,Chr4_supercontig_000000848,457701390,GL857567.1
Chr4,Chr4_supercontig_000000849,457730027,GL857568.1
Chr4,Chr4_supercontig_000000850,457742661,GL857569.1
Chr4,Chr4_supercontig_000000851,457799723,GL857570.1
Chr4,Chr4_supercontig_000000852,457832111,GL857571.1
Chr4,Chr4_supercontig_000000853,458021468,GL857572.1
Chr4,Chr4_supercontig_000000854,458051306,GL857573.1
Chr4,Chr4_supercontig_000000855,458123413,GL857574.1
Chr4,Chr4_supercontig_000000856,458151781,GL857575.1
Chr4,Chr4_supercontig_000000857,458238428,GL857576.1
Chr4,Chr4_supercontig_000000858,458263942,GL857577.1
Chr4,Chr4_supercontig_000000859,458290992,GL857578.1
Chr4,Chr4_supercontig_000000860,458307591,GL857579.1
Chr4,Chr4_supercontig_000000861,458309106,GL857580.1
Chr4,Chr4_supercontig_000000862,458385264,GL857581.1
Chr4,Chr4_supercontig_000000863,458482545,GL857582.1
Chr4,Chr4_supercontig_000000864,458501494,GL857583.1
Chr4,Chr4_supercontig_000000865,458524847,GL857584.1
Chr4,Chr4_supercontig_000000866,458632360,GL857585.1
Chr4,Chr4_supercontig_000000867,458641727,GL857586.1
Chr4,Chr4_supercontig_000000868,458675651,GL857587.1
Chr4,Chr4_supercontig_000000869,458694248,GL857588.1
Chr4,Chr4_supercontig_000000870,458740713,GL857589.1
Chr4,Chr4_supercontig_000000871,458767431,GL857590.1
Chr4,Chr4_supercontig_000000872,458779952,GL857591.1
Chr4,Chr4_supercontig_000000873,458795877,GL857592.1
Chr4,Chr4_supercontig_000000874,458845491,GL857593.1
Chr4,Chr4_supercontig_000000875,458868365,GL857594.1
Chr4,Chr4_supercontig_000000876,458894493,GL857595.1
Chr4,Chr4_supercontig_000000877,458914752,GL857596.1
Chr4,Chr4_supercontig_000000878,458947714,GL857597.1
Chr4,Chr4_supercontig_000000879,458973409,GL857598.1
Chr4,Chr4_supercontig_000000880,458987805,GL857599.1
Chr4,Chr4_supercontig_000000881,459090405,GL857600.1
Chr4,Chr4_supercontig_000000882,459101103,GL857601.1
Chr4,Chr4_supercontig_000000883,459211465,GL857602.1
Chr4,Chr4_supercontig_000000884,459278916,GL857603.1
Chr4,Chr4_supercontig_000000885,459299961,GL857604.1
Chr4,Chr4_supercontig_000000886,459302130,GL857605.1
Chr4,Chr4_supercontig_000000887,459346002,GL857606.1
Chr4,Chr4_supercontig_000000888,459400615,GL857607.1
Chr4,Chr4_supercontig_000000889,459415962,GL857608.1
Chr4,Chr4_supercontig_000000890,459446361,GL857609.1
Chr4,Chr4_supercontig_000000891,459517388,GL857610.1
Chr4,Chr4_supercontig_000000892,459564395,GL857611.1
Chr4,Chr4_supercontig_000000893,459632291,GL857612.1
Chr4,Chr4_supercontig_000000894,459650376,GL857613.1
Chr4,Chr4_supercontig_000000895,459687198,GL857614.1
Chr4,Chr4_supercontig_000000896,459748034,GL857615.1
Chr4,Chr4_supercontig_000000897,459804391,GL857616.1
Chr4,Chr4_supercontig_000000898,459839707,GL857617.1
Chr4,Chr4_supercontig_000000899,459851091,GL857618.1
Chr4,Chr4_supercontig_000000900,459870194,GL857619.1
Chr4,Chr4_supercontig_000000901,459906483,GL857620.1
Chr4,Chr4_supercontig_000000902,459930404,GL857621.1
Chr4,Chr4_supercontig_000000903,459969266,GL857622.1
Chr4,Chr4_supercontig_000000904,460025376,GL857623.1
Chr4,Chr4_supercontig_000000905,460075391,GL857624.1
Chr4,Chr4_supercontig_000000906,460099694,GL857625.1
Chr4,Chr4_supercontig_000000907,460107884,GL857626.1
Chr4,Chr4_supercontig_000000908,460112240,GL857627.1
Chr4,Chr4_supercontig_000000909,460198267,GL857628.1
Chr4,Chr4_supercontig_000000910,460230124,GL857629.1
Chr4,Chr4_supercontig_000000911,460265150,GL857630.1
Chr4,Chr4_supercontig_000000912,460331565,GL857631.1
Chr4,Chr4_supercontig_000000913,460370336,GL857632.1
Chr4,Chr4_supercontig_000000914,460406807,GL857633.1
Chr4,Chr4_supercontig_000000915,460450949,GL857634.1
Chr4,Chr4_supercontig_000000916,460481956,GL857635.1
Chr4,Chr4_supercontig_000000917,460566221,GL857636.1
Chr4,Chr4_supercontig_000000918,460695882,GL857637.1
Chr4,Chr4_supercontig_000000919,460702631,GL857638.1
Chr4,Chr4_supercontig_000000920,460840055,GL857639.1
Chr4,Chr4_supercontig_000000921,460886810,GL857640.1
Chr4,Chr4_supercontig_000000922,461001393,GL857641.1
Chr4,Chr4_supercontig_000000923,461047279,GL857642.1
Chr4,Chr4_supercontig_000000924,461110155,GL857643.1
Chr4,Chr4_supercontig_000000925,461140311,GL857644.1
Chr4,Chr4_supercontig_000000926,461173859,GL857645.1
Chr4,Chr4_supercontig_000000927,461270659,GL857646.1
Chr4,Chr4_supercontig_000000928,461287802,GL857647.1
Chr4,Chr4_supercontig_000000929,461338204,GL857648.1
Chr4,Chr4_supercontig_000000930,461489150,GL857649.1
Chr4,Chr4_supercontig_000000931,461515484,GL857650.1
Chr4,Chr4_supercontig_000000932,461561219,GL857651.1
Chr4,Chr4_supercontig_000000933,461590226,GL857652.1
Chr4,Chr4_supercontig_000000934,461671855,GL857653.1
Chr4,Chr4_supercontig_000000935,461716903,GL857654.1
Chr4,Chr4_supercontig_000000936,461754366,GL857655.1
Chr4,Chr4_supercontig_000000937,461785187,GL857656.1
Chr4,Chr4_supercontig_000000938,462006816,GL857657.1
Chr4,Chr4_supercontig_000000939,462008231,GL857658.1
Chr4,Chr4_supercontig_000000940,462047841,GL857659.1
Chr4,Chr4_supercontig_000000941,462096912,GL857660.1
Chr4,Chr4_supercontig_000000942,462135190,GL857661.1
Chr4,Chr4_supercontig_000000943,462167298,GL857662.1
Chr4,Chr4_supercontig_000000944,462234154,GL857663.1
Chr4,Chr4_supercontig_000000945,462265574,GL857664.1
Chr4,Chr4_supercontig_000000946,462295869,GL857665.1
Chr4,Chr4_supercontig_000000947,462331813,GL857666.1
Chr4,Chr4_supercontig_000000948,462339281,GL857667.1
Chr4,Chr4_supercontig_000000949,462363169,GL857668.1
Chr4,Chr4_supercontig_000000950,462373840,GL857669.1
Chr4,Chr4_supercontig_000000951,462383817,GL857670.1
Chr4,Chr4_supercontig_000000952,462410835,GL857671.1
Chr4,Chr4_supercontig_000000953,462552018,GL857672.1
Chr4,Chr4_supercontig_000000954,462609863,GL857673.1
Chr4,Chr4_supercontig_000000955,462625386,GL857674.1
Chr4,Chr4_supercontig_000000956,462669248,GL857675.1
Chr4,Chr4_supercontig_000000957,462697056,GL857676.1
Chr4,Chr4_supercontig_000000958,462763934,GL857677.1
Chr4,Chr4_supercontig_000000959,462790452,GL857678.1
Chr4,Chr4_supercontig_000000960,462816501,GL857679.1
Chr4,Chr4_supercontig_000000961,462835359,GL857680.1
Chr4,Chr4_supercontig_000000962,462872107,GL857681.1
Chr4,Chr4_supercontig_000000963,462988144,GL857682.1
Chr4,Chr4_supercontig_000000964,463024131,GL857683.1
Chr4,Chr4_supercontig_000000965,463043969,GL857684.1
Chr4,Chr4_supercontig_000000966,463152668,GL857685.1
Chr4,Chr4_supercontig_000000967,463165835,GL857686.1
Chr4,Chr4_supercontig_000000968,463232815,GL857687.1
Chr4,Chr4_supercontig_000000969,463357633,GL857688.1
Chr4,Chr4_supercontig_000000970,463371032,GL857689.1
Chr4,Chr4_supercontig_000000971,463405502,GL857690.1
Chr4,Chr4_supercontig_000000972,463443758,GL857691.1
Chr4,Chr4_supercontig_000000973,463529143,GL857692.1
Chr4,Chr4_supercontig_000000974,463572883,GL857693.1
Chr4,Chr4_supercontig_000000975,463642952,GL857694.1
Chr4,Chr4_supercontig_000000976,463679569,GL857695.1
Chr4,Chr4_supercontig_000000977,463739795,GL857696.1
Chr4,Chr4_supercontig_000000978,463863671,GL857697.1
Chr4,Chr4_supercontig_000000979,463891240,GL857698.1
Chr4,Chr4_supercontig_000000980,463910987,GL857699.1
Chr4,Chr4_supercontig_000000981,463982576,GL857700.1
Chr4,Chr4_supercontig_000000982,464017046,GL857701.1
Chr4,Chr4_supercontig_000000983,464084207,GL857702.1
Chr4,Chr4_supercontig_000000984,464154108,GL857703.1
Chr4,Chr4_supercontig_000000985,464207468,GL857704.1
Chr4,Chr4_supercontig_000000986,464238429,GL857705.1
Chr4,Chr4_supercontig_000000987,464240661,GL857706.1
Chr4,Chr4_supercontig_000000988,464308452,GL857707.1
Chr4,Chr4_supercontig_000000989,464336802,GL857708.1
Chr4,Chr4_supercontig_000000990,464376188,GL857709.1
Chr4,Chr4_supercontig_000000991,464395956,GL857710.1
Chr4,Chr4_supercontig_000000992,464419922,GL857711.1
Chr4,Chr4_supercontig_000000993,464498659,GL857712.1
Chr4,Chr4_supercontig_000000994,464508655,GL857713.1
Chr4,Chr4_supercontig_000000995,464522179,GL857714.1
Chr4,Chr4_supercontig_000000996,464532009,GL857715.1
Chr4,Chr4_supercontig_000000997,464587526,GL857716.1
Chr4,Chr4_supercontig_000000998,464606448,GL857717.1
Chr4,Chr4_supercontig_000000999,464694968,GL857718.1
Chr4,Chr4_supercontig_000001000,464705923,GL857719.1
Chr4,Chr4_supercontig_000001001,464747978,GL857720.1
Chr4,Chr4_supercontig_000001002,464767296,GL857721.1
Chr4,Chr4_supercontig_000001003,464769233,GL857722.1
Chr4,Chr4_supercontig_000001004,464772757,GL857723.1
Chr4,Chr4_supercontig_000001005,464794097,GL857724.1
Chr4,Chr4_supercontig_000001006,464846262,GL857725.1
Chr4,Chr4_supercontig_000001007,464891488,GL857726.1
Chr4,Chr4_supercontig_000001008,464950231,GL857727.1
Chr4,Chr4_supercontig_000001009,464993145,GL857728.1
Chr4,Chr4_supercontig_000001010,465017272,GL857729.1
Chr4,Chr4_supercontig_000001011,465032971,GL857730.1
Chr4,Chr4_supercontig_000001012,465047670,GL857731.1
Chr4,Chr4_supercontig_000001013,465084560,GL857732.1
Chr4,Chr4_supercontig_000001014,465116403,GL857733.1
Chr4,Chr4_supercontig_000001015,465164345,GL857734.1
Chr4,Chr4_supercontig_000001016,465205855,GL857735.1
Chr4,Chr4_supercontig_000001017,465271506,GL857736.1
Chr4,Chr4_supercontig_000001018,465344235,GL857737.1
Chr4,Chr4_supercontig_000001019,465384128,GL857738.1
Chr4,Chr4_supercontig_000001020,465545874,GL857739.1
Chr4,Chr4_supercontig_000001021,465582069,GL857740.1
Chr4,Chr4_supercontig_000001022,465582828,GL857741.1
Chr4,Chr4_supercontig_000001023,465632743,GL857742.1
Chr4,Chr4_supercontig_000001024,465657483,GL857743.1
Chr4,Chr4_supercontig_000001025,465711203,GL857744.1
Chr4,Chr4_supercontig_000001026,465729856,GL857745.1
Chr4,Chr4_supercontig_000001027,465788176,GL857746.1
Chr4,Chr4_supercontig_000001028,465820812,GL857747.1
Chr4,Chr4_supercontig_000001029,465859511,GL857748.1
Chr4,Chr4_supercontig_000001030,465904659,GL857749.1
Chr4,Chr4_supercontig_000001031,465946532,GL857750.1
Chr4,Chr4_supercontig_000001032,465970433,GL857751.1
Chr4,Chr4_supercontig_000001033,465988369,GL857752.1
Chr4,Chr4_supercontig_000001034,466007536,GL857753.1
Chr4,Chr4_supercontig_000001035,466073029,GL857754.1
Chr4,Chr4_supercontig_000001036,466110720,GL857755.1
Chr4,Chr4_supercontig_000001037,466125677,GL857756.1
Chr4,Chr4_supercontig_000001038,466174797,GL857757.1
Chr4,Chr4_supercontig_000001039,466222982,GL857758.1
Chr4,Chr4_supercontig_000001040,466276206,GL857759.1
Chr4,Chr4_supercontig_000001041,466327315,GL857760.1
Chr4,Chr4_supercontig_000001042,466342743,GL857761.1
Chr4,Chr4_supercontig_000001043,466378718,GL857762.1
Chr4,Chr4_supercontig_000001044,466425194,GL857763.1
Chr4,Chr4_supercontig_000001045,466440784,GL857764.1
Chr4,Chr4_supercontig_000001046,466509024,GL857765.1
Chr4,Chr4_supercontig_000001047,466516680,GL857766.1
Chr4,Chr4_supercontig_000001048,466651651,GL857767.1
Chr4,Chr4_supercontig_000001049,466684537,GL857768.1
Chr4,Chr4_supercontig_000001050,466712305,GL857769.1
Chr4,Chr4_supercontig_000001051,466713630,GL857770.1
Chr4,Chr4_supercontig_000001052,466735912,GL857771.1
Chr4,Chr4_supercontig_000001053,466772046,GL857772.1
Chr4,Chr4_supercontig_000001054,466804838,GL857773.1
Chr4,Chr4_supercontig_000001055,466811191,GL857774.1
Chr4,Chr4_supercontig_000001056,466837774,GL857775.1
Chr4,Chr4_supercontig_000001057,466865043,GL857776.1
Chr4,Chr4_supercontig_000001058,466876686,GL857777.1
Chr4,Chr4_supercontig_000001059,466917347,GL857778.1
Chr4,Chr4_supercontig_000001060,466922456,GL857779.1
Chr4,Chr4_supercontig_000001061,466971652,GL857780.1
Chr4,Chr4_supercontig_000001062,467002379,GL857781.1
Chr4,Chr4_supercontig_000001063,467006639,GL857782.1
Chr4,Chr4_supercontig_000001064,467029557,GL857783.1
Chr4,Chr4_supercontig_000001065,467037696,GL857784.1
Chr4,Chr4_supercontig_000001066,467054798,GL857785.1
Chr4,Chr4_supercontig_000001067,467063553,GL857786.1
Chr4,Chr4_supercontig_000001068,467099652,GL857787.1
Chr4,Chr4_supercontig_000001069,467124446,GL857788.1
Chr4,Chr4_supercontig_000001070,467165850,GL857789.1
Chr4,Chr4_supercontig_000001071,467198917,GL857790.1
Chr4,Chr4_supercontig_000001072,467223577,GL857791.1
Chr4,Chr4_supercontig_000001073,467244514,GL857792.1
Chr4,Chr4_supercontig_000001074,467248358,GL857793.1
Chr4,Chr4_supercontig_000001075,467265872,GL857794.1
Chr4,Chr4_supercontig_000001076,467299858,GL857795.1
Chr4,Chr4_supercontig_000001077,467316084,GL857796.1
Chr4,Chr4_supercontig_000001078,467347870,GL857797.1
Chr4,Chr4_supercontig_000001079,467440507,GL857798.1
Chr4,Chr4_supercontig_000001080,467517647,GL857799.1
Chr4,Chr4_supercontig_000001081,467522323,GL857800.1
Chr4,Chr4_supercontig_000001082,467534181,GL857801.1
Chr4,Chr4_supercontig_000001083,467553139,GL857802.1
Chr4,Chr4_supercontig_000001084,467610869,GL857803.1
Chr4,Chr4_supercontig_000001085,467623788,GL857804.1
Chr4,Chr4_supercontig_000001086,467634936,GL857805.1
Chr4,Chr4_supercontig_000001087,467700230,GL857806.1
Chr4,Chr4_supercontig_000001088,467823483,GL857807.1
Chr4,Chr4_supercontig_000001089,467829221,GL857808.1
Chr4,Chr4_supercontig_000001090,467839582,GL857809.1
Chr4,Chr4_supercontig_000001091,467846477,GL857810.1
Chr4,Chr4_supercontig_000001092,467875226,GL857811.1
Chr4,Chr4_supercontig_000001093,467884265,GL857812.1
Chr4,Chr4_supercontig_000001094,467906024,GL857813.1
Chr4,Chr4_supercontig_000001095,467943273,GL857814.1
Chr4,Chr4_supercontig_000001096,467981263,GL857815.1
Chr4,Chr4_supercontig_000001097,468011848,GL857816.1
Chr4,Chr4_supercontig_000001098,468044051,GL857817.1
Chr4,Chr4_supercontig_000001099,468047640,GL857818.1
Chr4,Chr4_supercontig_000001100,468073741,GL857819.1
Chr4,Chr4_supercontig_000001101,468092836,GL857820.1
Chr4,Chr4_supercontig_000001102,468102722,GL857821.1
Chr4,Chr4_supercontig_000001103,468136680,GL857822.1
Chr4,Chr4_supercontig_000001104,468153614,GL857823.1
Chr4,Chr4_supercontig_000001105,468184065,GL857824.1
Chr4,Chr4_supercontig_000001106,468185584,GL857825.1
Chr4,Chr4_supercontig_000001107,468244736,GL857826.1
Chr4,Chr4_supercontig_000001108,468255773,GL857827.1
Chr4,Chr4_supercontig_000001109,468269682,GL857828.1
Chr4,Chr4_supercontig_000001110,468317215,GL857829.1
Chr4,Chr4_supercontig_000001111,468334881,GL857830.1
Chr4,Chr4_supercontig_000001112,468337543,GL857831.1
Chr4,Chr4_supercontig_000001113,468366219,GL857832.1
Chr4,Chr4_supercontig_000001114,468408508,GL857833.1
Chr4,Chr4_supercontig_000001115,468430275,GL857834.1
Chr4,Chr4_supercontig_000001116,468443266,GL857835.1
Chr4,Chr4_supercontig_000001117,468474120,GL857836.1
Chr4,Chr4_supercontig_000001118,468499455,GL857837.1
Chr4,Chr4_supercontig_000001119,468514805,GL857838.1
Chr4,Chr4_supercontig_000001120,468517185,GL857839.1
Chr4,Chr4_supercontig_000001121,468534057,GL857840.1
Chr4,Chr4_supercontig_000001122,468552438,GL857841.1
Chr4,Chr4_supercontig_000001123,468593583,GL857842.1
Chr4,Chr4_supercontig_000001124,468616431,GL857843.1
Chr4,Chr4_supercontig_000001125,468625876,GL857844.1
Chr4,Chr4_supercontig_000001126,468637968,GL857845.1
Chr4,Chr4_supercontig_000001127,468649512,GL857846.1
Chr4,Chr4_supercontig_000001128,468664418,GL857847.1
Chr4,Chr4_supercontig_000001129,468709906,GL857848.1
Chr4,Chr4_supercontig_000001130,468751028,GL857849.1
Chr4,Chr4_supercontig_000001131,468793921,GL857850.1
Chr4,Chr4_supercontig_000001132,468819391,GL857851.1
Chr4,Chr4_supercontig_000001133,468843851,GL857852.1
Chr4,Chr4_supercontig_000001134,468849524,GL857853.1
Chr4,Chr4_supercontig_000001135,468954688,GL857854.1
Chr4,Chr4_supercontig_000001136,468985600,GL857855.1
Chr4,Chr4_supercontig_000001137,468999083,GL857856.1
Chr4,Chr4_supercontig_000001138,469018705,GL857857.1
Chr4,Chr4_supercontig_000001139,469029169,GL857858.1
Chr4,Chr4_supercontig_000001140,469056848,GL857859.1
Chr4,Chr4_supercontig_000001141,469125686,GL857860.1
Chr4,Chr4_supercontig_000001142,469150714,GL857861.1
Chr4,Chr4_supercontig_000001143,469175402,GL857862.1
Chr4,Chr4_supercontig_000001144,469198884,GL857863.1
Chr4,Chr4_supercontig_000001145,469243759,GL857864.1
Chr4,Chr4_supercontig_000001146,469301055,GL857865.1
Chr4,Chr4_supercontig_000001147,469311918,GL857866.1
Chr4,Chr4_supercontig_000001148,469335318,GL857867.1
Chr4,Chr4_supercontig_000001149,469421706,GL857868.1
Chr4,Chr4_supercontig_000001150,469424498,GL857869.1
Chr4,Chr4_supercontig_000001151,469440566,GL857870.1
Chr4,Chr4_supercontig_000001152,469514257,GL857871.1
Chr4,Chr4_supercontig_000001153,469528648,GL857872.1
